State.Code,city,state,location
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Capitan,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
6,Davenport,California,coast
